age,income,credit_score,loan_amount,employment_length,debt_to_income,num_credit_lines,gender,race,approved
39,165544,705,91704,5,0.8951000290662443,8,0,0,1
64,23471,721,36099,19,0.9826524114935692,11,1,2,0
47,140312,546,44385,1,0.6370475535036275,8,1,1,0
60,159401,371,40919,16,0.1616376937845918,14,0,2,1
65,185937,484,65782,11,0.9058493899993058,1,1,2,0
34,66850,305,76116,11,0.5162478232000605,10,1,2,0
43,74220,505,77590,29,0.1537493121029181,10,1,0,0
53,113808,843,94626,16,0.9217266694516614,7,1,2,0
18,157469,686,45387,26,0.757469050723103,5,0,2,1
25,186597,375,20823,9,0.7317052727231516,19,1,3,0
66,73072,476,51015,2,0.7091807037944047,6,1,3,0
52,103820,648,20339,19,0.20033982109644233,2,1,3,1
69,43284,554,8491,17,0.21100669170752606,7,0,1,0
32,103369,607,5706,12,0.688292998427255,17,0,1,0
64,45122,644,20728,11,0.21972275011039688,16,0,3,1
39,150349,426,11997,26,0.43867169680304885,10,1,0,0
31,90553,586,65408,26,0.7820018255939414,1,0,0,0
43,114788,786,63097,29,0.783952518097841,18,0,3,0
45,82812,682,43523,26,0.45326177252585964,6,0,1,1
40,27999,705,30163,16,0.7921899382752451,17,1,1,0
31,42436,687,22718,3,0.8386217961980568,7,0,0,0
41,62963,824,92508,22,0.6547757512842602,13,0,2,1
19,153168,575,88767,9,0.22842585230842016,6,0,0,1
62,176351,799,44619,10,0.2740117803855475,3,1,2,1
43,128899,636,17126,5,0.31484115540873536,16,1,1,0
31,46201,780,94131,5,0.116804107733952,4,0,1,1
68,170787,572,69926,26,0.2731596203699451,11,0,3,1
24,180381,357,45633,8,0.20951922431253212,8,0,1,0
20,166150,627,82654,29,0.45532874980860216,19,1,2,1
64,25105,408,8317,14,0.9084375478722649,12,1,0,0
40,137666,578,49980,1,0.10448031675395808,17,0,3,1
63,114848,627,49115,3,0.7202679239473956,19,1,2,0
60,22839,614,66646,4,0.6872830044131277,8,0,0,0
64,88920,773,48158,16,0.09575419866335766,3,1,0,1
62,63619,410,60963,7,0.9225724049058001,7,0,0,0
35,62821,528,52631,7,0.5684722021568196,0,1,1,0
55,145736,796,54316,21,0.36372552113568424,16,0,0,1
52,164565,455,64342,11,0.7565385834953067,8,1,1,1
68,37069,772,20504,20,0.25736545840163405,19,0,0,1
32,27531,571,73593,7,0.6935098370463204,12,0,0,0
42,188123,301,31660,18,0.03971120757224722,1,0,1,0
54,158808,810,42196,2,0.839408037609272,12,0,1,1
45,158782,585,70938,17,0.4481708470213185,8,1,2,1
27,87155,312,13605,20,0.6366929143579417,19,0,0,0
56,165047,797,62388,18,0.22123781980668367,5,1,1,1
34,82424,537,86297,18,0.677073712658448,0,1,2,0
56,65603,393,60501,14,0.7722402758932766,4,0,2,0
39,174324,637,58309,5,0.47321318688439873,2,0,1,1
43,152503,470,32043,15,0.6177269240617943,3,0,0,0
61,188553,766,38635,7,0.45632592382239856,0,0,2,1
42,112573,442,84315,15,0.8940913692578455,13,1,0,0
34,160629,500,85691,17,0.49786918051431917,8,1,0,1
30,123302,479,38132,19,0.8418087090288189,3,1,2,0
37,151234,663,94387,15,0.8013520582702486,17,1,1,1
42,185814,778,20366,10,0.41050482134835653,13,0,0,1
21,39675,770,98944,6,0.23008449185747504,3,1,3,1
27,93997,683,77107,16,0.406082132559771,9,0,1,1
20,168087,716,67580,16,0.8262173757752201,2,0,2,1
58,183663,607,62889,11,0.22763253581939236,6,1,3,1
62,160905,666,84553,12,0.5244363458577493,9,1,0,1
35,27896,300,44236,9,0.8060967479607475,12,1,1,0
64,184044,343,9150,6,0.3534774751283788,3,1,3,0
53,69733,397,24423,13,0.6422096370026974,17,1,1,0
64,61800,564,9137,22,0.24563157404881453,10,1,0,0
39,116044,439,34992,0,0.10927944536815992,3,0,1,1
51,25347,780,99438,16,0.7943842250928563,13,0,3,1
64,153715,536,49921,3,0.09896862340870682,17,0,1,1
25,60785,371,84369,20,0.2713813950795846,7,1,2,0
57,38681,489,71917,4,0.8551094219974401,9,0,2,0
66,123864,567,78690,19,0.3464692870786672,4,0,3,1
61,166964,620,39235,23,0.9730453495141611,6,0,1,1
36,67299,406,83975,22,0.9797343347738597,11,0,3,0
59,37073,531,24122,24,0.2682760204535567,2,0,1,1
58,122304,341,28956,6,0.04097822224989045,3,0,0,0
54,50682,438,68879,9,0.7050632842053791,9,1,2,0
23,144302,572,63560,16,0.4509865026483437,3,1,0,1
69,165361,780,87800,28,0.10075284395957629,14,1,1,1
43,135359,715,73685,29,0.7075228189780428,9,0,0,1
51,158999,805,29660,6,0.031174909111921223,15,1,3,1
62,199402,723,91064,0,0.8701966904922421,14,1,3,1
23,86707,706,6168,6,0.13865252911330372,18,0,1,1
54,85428,689,50124,25,0.127311878746725,19,1,2,1
50,70601,641,40897,23,0.17567229796858452,18,0,3,1
39,153611,792,20032,10,0.9602663584920665,17,1,2,1
38,131487,491,57797,8,0.693169360253846,11,0,1,0
23,173741,798,40294,11,0.8013715354636367,15,0,2,1
23,171716,532,48827,2,0.397634985732753,0,1,1,1
65,169817,526,8516,3,0.33631272750495556,15,0,0,1
21,48228,670,24751,3,0.23448400678316994,1,1,1,0
47,185593,438,35373,27,0.48064802831240894,14,0,0,0
28,142788,448,35270,24,0.5518287335341685,6,1,1,1
47,117239,414,15386,12,0.6317748436527554,0,1,3,0
48,46928,749,69817,22,0.2571185039986945,4,0,3,1
41,38322,362,70184,18,0.9486540809029906,9,1,2,0
26,107896,403,84693,9,0.16975849820713584,3,1,1,0
20,82292,572,42879,4,0.9656531747664123,13,1,1,0
68,49055,305,54597,6,0.014856122507503788,12,0,1,0
48,62891,446,44132,23,0.4811256918168456,0,0,2,0
57,101912,483,8626,15,0.3333678381165628,15,1,3,0
54,157660,327,90936,0,0.4491234139302508,8,1,1,0
53,110536,849,86515,11,0.570664578980789,15,0,2,1
41,26304,418,82065,1,0.43558915801270903,18,0,1,0
48,27345,592,60390,6,0.41484685030159496,14,1,0,0
23,180372,670,21645,10,0.7327234154133065,13,0,1,1
19,175331,543,96960,28,0.6858762750864646,19,0,0,1
37,111006,517,59144,29,0.8332712820358479,9,1,2,1
45,166424,476,18382,12,0.24995898123949556,11,0,2,0
28,149350,598,9025,1,0.6095285097540636,0,0,3,0
21,184437,357,48226,6,0.5851947853928539,16,0,1,0
32,39446,568,84380,14,0.36973781087268875,8,1,2,0
23,22336,607,74711,24,0.4860575419026809,18,0,3,0
66,82032,587,79710,10,0.31378214330572873,17,1,1,0
47,117852,404,8443,1,0.1418443976169852,6,0,2,0
55,158593,527,26395,6,0.21380121066273283,8,0,0,1
68,174553,546,15725,3,0.10551364640120109,11,1,2,1
19,38474,793,38461,10,0.6830695751901241,6,1,0,1
32,197832,382,46115,28,0.6607273931091515,13,1,3,1
28,75718,485,88732,1,0.9506063715798728,14,1,3,0
25,64629,551,84790,28,0.7296784136472413,14,0,1,0
43,65232,654,84557,15,0.052045838756131446,5,1,1,1
68,106544,509,76260,6,0.8842451739289542,13,1,1,0
62,70669,746,33690,12,0.8626751629457258,1,1,3,0
61,89184,759,6407,4,0.4433203207726987,7,0,0,1
22,199017,771,78568,16,0.5858630505279215,12,0,1,1
23,33140,669,63560,20,0.9760783324725189,5,1,1,0
43,146468,791,52340,11,0.5323043638481663,4,1,3,1
21,103457,436,22794,27,0.9053218283760898,4,1,0,0
36,34357,666,24881,18,0.08303875781018644,0,1,2,1
37,131672,483,91292,6,0.19105186870868285,8,0,1,0
50,88673,586,99952,5,0.4407549434413178,5,1,2,1
37,141673,771,54703,7,0.5847568083373047,19,0,2,1
66,85633,674,49354,12,0.8162278518628002,6,1,1,0
29,116111,836,96288,4,0.9882621151431868,8,1,3,1
64,98258,810,83462,1,0.38885149647411643,4,0,1,1
18,163996,549,19390,8,0.04741563614008493,13,1,0,1
43,89286,809,92475,29,0.8011715032953248,4,1,0,1
31,113269,372,32307,10,0.6043807190828081,7,1,1,0
55,94071,581,99049,23,0.19854285886820167,6,1,2,1
54,50651,659,29502,5,0.49482845662142017,12,0,0,0
28,90202,309,27486,28,0.7423102455337244,12,1,0,0
53,68777,510,43258,25,0.7704117870686438,7,1,1,0
30,168066,451,62716,6,0.499618411998762,10,0,1,0
60,87263,304,86494,24,0.30521453012885913,17,1,3,1
20,120158,494,87768,6,0.9737425820384935,18,0,1,0
50,30800,582,15748,18,0.6633626109564928,5,1,1,0
23,57823,763,67785,5,0.4082375193462987,1,1,0,0
67,83878,412,81050,10,0.2804632242046524,12,1,0,0
27,38708,570,27738,28,0.7311029830035621,10,0,0,0
22,163891,462,79231,10,0.2421834455937677,0,0,2,1
40,83870,759,78606,6,0.17170998897368817,1,1,0,1
27,29283,404,98301,1,0.5298338889620703,16,0,0,0
61,181645,581,46662,18,0.28998739264414186,7,1,1,1
19,98707,461,87234,3,0.628905144923615,1,0,3,0
30,182005,650,20123,25,0.11793867487423348,5,1,0,1
57,25774,733,30616,5,0.6549411045673216,4,0,3,0
19,162055,439,16182,16,0.2832965279977022,15,1,0,1
37,116468,770,95369,24,0.00024293443451273156,7,0,0,1
18,116334,431,67013,4,0.12693605767417637,18,0,3,0
54,38133,386,36331,28,0.9336153778350941,15,0,1,0
26,166011,482,51098,27,0.8673546391153578,12,0,0,1
34,20781,667,31128,29,0.23360903203623684,19,1,3,0
26,134586,428,36556,6,0.7783719045454912,6,1,0,0
28,47624,545,92505,8,0.6085715931739742,15,0,2,0
32,26823,677,26876,24,0.9709047114498695,15,1,2,0
41,38489,448,13949,0,0.3736056595340591,11,0,2,0
55,191033,732,56962,0,0.6814606125171713,13,1,2,1
52,49118,768,95054,18,0.06353572242391858,17,0,1,1
47,120417,745,76206,5,0.39624734681640594,17,1,2,1
48,101816,780,29099,17,0.9638176611881805,15,1,3,1
66,173335,593,17716,9,0.5389808744501206,19,0,0,1
22,33565,442,57611,27,0.2878795033348446,15,0,3,0
61,171426,549,43885,10,0.12027096312860686,12,0,2,1
67,194023,601,58144,0,0.7035283401815304,8,0,1,1
31,111179,324,70220,0,0.6448560434297268,8,0,2,0
28,43648,369,12837,12,0.3739387136037746,12,1,2,0
26,61971,411,54355,4,0.9509413518658343,3,0,1,0
51,38658,663,52299,19,0.022202812987850318,8,1,1,1
29,41253,602,24159,0,0.3037238516318258,14,0,1,0
52,199635,770,56012,19,0.9210694862995814,13,1,1,1
52,177462,390,64305,2,0.3209354383194404,18,1,1,1
18,108664,829,92096,17,0.2522528338551704,11,0,1,1
57,123850,491,22106,8,0.5342204099312473,5,0,0,1
39,183730,541,63123,13,0.8238017499205379,2,1,2,0
46,157924,437,13720,26,0.10314676087836105,19,1,2,1
25,153623,644,42661,16,0.9430207096457361,15,0,1,0
28,91947,479,98898,22,0.795072881181164,19,1,3,0
58,81001,802,98794,13,0.18125025555155194,16,1,1,1
54,142775,502,92318,28,0.7120079611981627,15,1,0,1
31,53243,491,26120,3,0.38495872263755715,5,1,3,1
47,172872,304,24790,4,0.4022946780763187,7,1,0,0
52,95939,536,63655,25,0.7832900924388664,18,1,3,0
38,77828,610,64643,20,0.9627848079807322,1,0,3,0
54,158311,848,98448,16,0.12665587284719393,13,0,1,1
22,26710,355,52374,21,0.4206302368788194,11,0,0,0
36,172456,742,47907,28,0.48094160808430353,16,0,3,1
31,172110,536,55071,24,0.3763118169549976,14,1,0,1
43,191918,496,39812,1,0.363189123716225,17,0,1,1
21,57991,813,54570,22,0.05226866756159654,15,1,1,1
42,158043,748,55901,21,0.6855386205626233,12,1,1,1
62,180211,659,65186,4,0.4362144171200454,16,0,1,1
59,105445,329,55251,3,0.19479380264392676,7,0,2,0
42,100257,407,70171,3,0.8160335023020684,0,1,3,0
35,57711,744,41160,5,0.8025607481516279,2,0,2,1
57,26530,737,24156,19,0.4863916280888938,15,0,1,1
25,31116,756,81208,20,0.29845066114776053,1,1,3,1
56,85794,794,84980,12,0.6380927257964524,14,1,3,0
57,151354,546,77320,21,0.28815213577740306,0,1,0,1
31,152970,842,22929,4,0.23600793032371203,8,1,1,1
49,24135,738,71606,22,0.7305146540263266,15,1,2,0
68,157701,577,93442,24,0.0403252397209507,3,1,0,1
55,129472,410,67559,25,0.09476847103459396,11,0,3,0
50,145147,684,59205,22,0.006788174023589777,0,0,2,1
40,109087,490,73475,6,0.15294318647542615,0,0,1,0
32,53380,789,69341,19,0.06899000871045946,6,1,2,1
50,149951,725,47863,0,0.9958023677799186,17,1,2,1
42,37071,704,86837,13,0.2888099699540896,14,0,2,0
34,40074,634,70439,23,0.14926801266924727,12,0,0,1
50,87843,508,12194,3,0.24099625799591795,15,0,3,0
64,59901,321,76387,16,0.9361255715401346,6,1,2,0
19,31205,507,86914,20,0.5201602230243957,15,0,3,0
31,144661,307,71214,13,0.3648180963078569,12,0,0,0
57,25906,828,34777,15,0.8733914579092193,13,0,1,1
57,153663,465,31183,13,0.39499027054903246,16,1,1,0
68,145576,795,32445,15,0.3350085699576958,11,0,2,1
56,82987,728,72038,23,0.20728252254973556,19,0,0,1
68,100685,462,92201,19,0.3777968239094115,12,1,1,1
23,130454,665,21198,28,0.316684356016926,19,1,0,1
23,125487,825,26411,27,0.677303959298141,14,1,0,1
20,74400,538,55577,7,0.2895827046707271,3,1,2,0
24,176222,371,20867,23,0.5771997464225614,1,1,2,0
68,51852,744,67501,2,0.0658921650319727,17,0,0,0
25,193942,808,19266,24,0.19128915669651436,1,0,0,1
59,72756,568,44422,18,0.40740527161134876,14,1,2,0
69,135357,714,40208,0,0.9369492539086954,18,1,0,0
32,139052,544,36213,1,0.3772519857156954,14,1,2,0
64,76481,359,12367,14,0.6640741211998341,19,1,3,0
46,21283,305,84026,21,0.25508722242139814,9,0,0,0
50,53691,706,40362,27,0.12703357597323173,19,0,2,0
69,152197,516,56588,9,0.05853660008005013,10,1,0,1
47,46170,325,43285,17,0.30541349854275135,9,1,2,0
56,28438,304,79755,21,0.15766102679690797,4,1,0,0
44,40095,831,76846,13,0.1740104480161242,8,1,1,1
53,167226,689,41307,16,0.76075930838695,19,0,1,0
46,159076,747,85280,26,0.015838070944874216,18,1,0,1
55,29752,445,24867,12,0.5578101257354344,12,1,1,0
50,75426,687,61523,0,0.3794613805934648,17,0,0,0
54,46819,548,89161,4,0.5065499999085472,16,1,0,0
44,112051,825,11378,25,0.5628302372146029,5,0,3,1
50,175289,761,89685,12,0.3133676944572782,9,1,3,1
21,52994,312,81958,26,0.2951088601842853,1,1,1,0
39,166108,683,32926,24,0.7334018493349057,5,0,3,1
19,117756,698,18180,13,0.8712769881211572,12,1,3,1
27,160659,318,97837,23,0.19258163245852788,17,0,0,0
22,115665,790,41931,2,0.09761876053514895,6,0,2,1
27,151717,718,29014,14,0.8977958063920259,1,0,0,1
50,182002,636,84872,18,0.34989546364739865,13,1,3,1
55,101835,718,63502,16,0.5513173906628142,4,1,0,1
30,142232,421,92736,29,0.35954314452000347,17,0,1,1
48,181162,731,10470,2,0.1258023363460513,10,1,2,1
64,177547,343,19953,15,0.589331644947728,9,1,3,0
53,169960,616,43507,13,0.5251408517696297,10,1,3,1
62,63732,680,97969,11,0.20299355919119721,1,0,0,1
41,66305,444,96493,27,0.45186904465227784,14,0,0,0
69,197109,626,11523,11,0.7969475040156458,6,1,0,1
32,29346,662,91923,28,0.5904261031078913,8,0,0,0
46,20587,349,62190,10,0.09691732706699485,4,1,3,0
25,32763,364,52761,16,0.5480214972291351,6,1,0,0
22,89615,654,36169,7,0.7027382992895869,19,1,3,0
46,187188,463,50641,16,0.7927034057807514,1,0,0,1
64,140987,440,27990,20,0.6291175786342668,2,0,2,0
21,111353,427,34661,24,0.15265816454078374,1,1,2,0
29,115648,697,18419,22,0.7101732665901607,18,0,0,1
62,45556,762,19457,19,0.6773418460815164,3,1,0,0
19,79042,486,72600,10,0.02442688294063322,19,0,1,1
44,38099,489,81102,24,0.41174766759024317,6,0,2,0
48,129089,687,38085,24,0.3329502469623733,6,0,3,1
68,196168,728,55654,1,0.6694120642536434,16,1,2,0
68,164302,583,11130,9,0.21613581231092072,18,1,3,1
53,180081,536,7042,9,0.5908719229742585,15,1,0,1
53,53866,493,75134,10,0.9132059618141724,2,0,2,0
43,125400,586,47982,27,0.7978023722086077,14,1,2,0
60,104246,435,70185,5,0.9214577362165304,13,1,1,0
44,96975,470,38477,3,0.97850596693269,14,1,1,0
22,192927,458,57709,23,0.010670127006162766,13,1,2,1
37,101557,500,33716,11,0.6227412763774776,6,0,2,1
28,157488,786,83137,10,0.41283939775890643,2,0,2,1
27,92516,803,41018,22,0.8598544903351217,16,1,3,1
57,169130,670,13061,22,0.2518147020091317,9,0,0,1
55,191790,402,13609,26,0.9810294891150761,14,0,1,1
23,52602,424,40371,25,0.6137079695437473,5,0,0,0
25,178588,612,88021,24,0.793537402228831,16,0,1,1
40,149295,757,25805,12,0.08559955282276832,16,0,1,1
64,107969,529,12857,4,0.18345788475886504,13,1,1,1
43,152161,496,16620,5,0.7584036730342032,17,0,2,0
63,188418,722,13177,0,0.02198652203932361,4,1,1,1
60,161559,470,35111,5,0.8168779858937828,7,1,0,1
29,20155,681,93578,17,0.013949018691911452,6,1,1,1
43,143950,472,89181,21,0.6571188390612733,3,0,0,0
30,87494,752,94941,8,0.36509392023180587,17,0,1,1
57,96229,649,16826,23,0.6114948527191991,4,0,1,1
35,124648,793,18890,24,0.6960314069891137,15,0,2,1
42,58547,303,87428,28,0.3424752191863042,13,1,0,0
50,48795,392,63031,14,0.10796244811083555,18,1,1,1
64,41447,305,80020,25,0.06964586774826564,13,1,1,0
57,187670,587,10495,7,0.5889360225625478,8,0,0,1
60,192886,445,33481,18,0.5206553537341115,5,1,1,1
29,107960,723,16267,23,0.7422010091211325,16,1,3,0
61,83278,756,11743,15,0.5097355100039371,18,1,2,1
53,75077,501,59800,5,0.4224457900308791,11,0,0,0
65,132782,511,53773,28,0.39808717823623085,3,1,2,1
21,122932,305,62042,5,0.026446902597667465,15,1,3,0
22,160600,675,54476,21,0.33555720169665715,10,0,3,1
54,129869,746,97105,2,0.9760201575244942,3,1,3,1
25,159251,405,33552,9,0.8735555762270888,16,0,0,0
59,68781,700,70242,0,0.3293780670342177,7,1,3,1
66,175024,395,50772,27,0.5877954050663722,13,0,0,1
45,73798,687,48730,13,0.847296745535494,1,0,0,0
48,118696,751,33948,3,0.44127433675006866,10,0,1,1
26,70939,715,81311,25,0.01795786375015096,10,1,0,1
68,49516,803,74093,11,0.07451046181864007,5,1,3,1
46,161521,753,74123,5,0.5103927213487066,13,0,0,1
31,70290,590,21535,10,0.9694393756758783,9,0,0,0
57,146688,833,71490,11,0.6932095422188678,7,0,2,1
58,106661,492,51562,9,0.07091619143856953,6,0,3,1
39,92954,449,94080,17,0.18936087579186278,7,0,0,1
28,42746,814,63535,6,0.77132314321685,7,0,1,0
40,87990,692,46269,6,0.8414397599562448,1,0,0,0
18,78810,615,85674,10,0.6176945861885909,15,0,0,0
63,138362,375,47462,3,0.6444231696298166,8,0,2,0
54,166295,569,8127,19,0.028337450383384644,12,0,3,1
38,153669,524,28147,0,0.8285302595815085,11,0,3,0
43,22659,829,50528,12,0.7882752081708296,16,0,1,0
63,106516,412,82095,17,0.25903514410334716,1,1,1,0
53,94567,550,73931,8,0.708676719965507,12,0,1,1
40,35037,532,95925,25,0.2148546064249981,0,1,0,0
18,146498,382,71381,23,0.04033016105151299,18,1,0,1
68,197810,424,68749,23,0.20113654259037728,10,1,1,1
57,32109,474,43672,8,0.1786288767542995,4,0,3,0
32,42010,368,18731,22,0.33774799673484723,0,1,3,0
38,28787,346,59512,28,0.4184494971754581,19,0,1,0
64,159544,555,56024,8,0.5085388914977079,12,1,2,1
26,174455,329,8832,9,0.47675387550832815,7,0,3,0
26,81709,580,37332,27,0.27067460596528936,5,0,3,1
27,54518,536,17467,1,0.029170668574074465,16,1,1,0
69,73909,547,46025,5,0.6051016222371507,11,1,3,0
43,38351,667,18107,14,0.3957448298473544,0,0,0,1
58,35282,794,82994,2,0.2986721573875497,2,1,0,0
52,172850,324,99202,10,0.8669410428305123,13,0,3,0
69,175336,789,48481,5,0.7467433077981598,7,0,0,1
42,25075,793,7581,2,0.8577655483724422,10,0,2,0
43,199526,613,80118,23,0.494982794712461,13,1,3,1
28,48365,674,56638,10,0.13093125212677748,7,0,1,0
55,199272,324,13418,14,0.6962214361212724,2,0,0,0
19,31002,633,98627,12,0.20607377993717524,6,0,2,0
24,33947,654,34113,19,0.4412296690917168,18,0,2,0
35,114840,415,89363,27,0.0650007889488885,3,1,0,1
44,136219,347,68044,9,0.8253084024229824,15,1,2,0
51,98610,398,84955,5,0.12594064104750058,12,1,3,0
44,72142,758,66030,14,0.9030975070493097,19,1,2,1
34,76307,822,16814,24,0.8642306022615571,18,0,0,1
60,155565,704,15024,17,0.46458276443924607,4,0,2,1
61,70085,513,68288,17,0.7443682043039906,4,0,0,0
68,54228,802,62836,6,0.6194450738181533,19,0,0,0
41,182727,747,12435,14,0.8030756423377449,3,0,2,1
42,63472,557,72084,17,0.43180510078591205,1,0,0,0
24,69437,420,75601,17,0.78580848424435,12,1,0,0
69,79711,353,93416,19,0.46245681706514796,15,0,1,0
23,157888,630,8407,8,0.9409657878427938,1,0,3,0
41,97175,540,37940,23,0.4863721008251476,18,0,0,1
50,84307,829,10666,1,0.46261927193372954,16,1,3,1
66,66733,782,42122,7,0.7850718615635127,4,0,1,0
46,148202,486,30092,19,0.821577691760838,17,0,1,0
60,115028,561,80645,1,0.5544891143211708,17,0,1,0
39,162312,663,31505,10,0.1797978134950754,7,1,1,1
43,112493,790,41713,25,0.4677582309575795,14,0,3,1
45,145149,730,59387,6,0.9680725029096784,12,0,2,0
67,183834,538,48169,5,0.7529861930391851,12,1,2,0
38,28259,603,78282,29,0.8111626038791322,15,0,3,0
66,148775,597,82511,9,0.03282549881924013,19,1,0,1
24,34849,375,56742,4,0.4678594626341599,12,0,3,0
34,101768,632,45522,10,0.6466211336575554,19,1,0,1
37,126108,773,86132,0,0.8300326836280747,1,0,0,0
58,109709,582,8880,1,0.04927365358277147,2,0,2,1
66,74869,371,48454,23,0.8524388856418731,14,1,1,0
37,146888,562,60711,0,0.5484009367419117,18,0,2,0
39,83095,311,48539,18,0.19731397057605993,12,0,2,0
45,137886,440,73321,1,0.3172552164497,4,1,3,0
57,90910,316,92985,20,0.28192955175156076,5,0,3,0
66,43567,362,19799,19,0.5308590342884758,13,1,0,0
24,55292,552,65102,28,0.05168567991113182,3,0,3,0
18,94813,764,55726,22,0.15853615849992353,18,1,0,1
49,117136,675,53784,20,0.8126930433757824,6,0,0,0
30,71631,819,48333,23,0.13260399074681106,3,0,1,1
47,29885,389,45828,3,0.23339626945812697,1,1,1,0
40,86314,474,74526,11,0.4533706056041573,6,0,2,0
68,85087,375,59362,21,0.5171208881133305,2,1,1,0
36,180237,699,58997,19,0.7636104796141586,14,1,0,1
49,115998,370,55341,17,0.4473324266661878,0,1,3,0
47,69812,479,24073,0,0.7898646210355388,1,0,1,0
46,78643,423,19549,29,0.6183463070454575,9,0,1,0
66,64900,680,88795,29,0.11309973942382245,15,0,1,1
62,194018,592,61920,0,0.15633143839283858,14,1,1,1
46,158923,494,90326,23,0.4370337254497708,14,1,0,1
47,36288,527,80515,13,0.3968893930890396,13,1,0,0
33,92692,730,25316,3,0.7435442696372946,13,0,2,1
57,158440,735,31183,4,0.5807371397973519,5,1,3,1
36,105436,760,98860,10,0.3881330810022493,13,0,2,1
35,66403,320,29624,23,0.17076028345038563,16,0,2,0
18,111170,363,67515,27,0.22683710232549514,17,0,1,0
31,29168,464,90781,22,0.575501018469059,19,0,3,0
68,69879,326,51705,12,0.42343880489979246,18,0,1,0
64,79871,610,94326,15,0.5149275088606721,16,0,0,0
67,52174,584,31756,23,0.17067743530223367,15,0,2,1
19,157653,580,65390,12,0.6629062523445658,7,0,3,1
45,130155,463,73369,23,0.852538740855967,6,1,0,0
66,91853,523,75821,21,0.2579395067869006,19,0,2,1
67,84046,445,14589,25,0.4915142258318266,11,0,3,0
47,69678,329,19116,1,0.9755273290209018,8,1,2,0
55,46649,344,78181,15,0.33324174055072764,13,1,3,0
68,147795,770,49786,5,0.5950463449237612,19,1,2,1
21,108668,333,99686,13,0.09019570020024437,0,1,1,1
18,165639,726,81425,0,0.6060150024794432,9,0,2,1
25,109906,520,35286,16,0.08963177330461791,16,1,2,1
46,116019,833,20994,10,0.959235435323822,16,1,3,1
56,98002,666,95198,18,0.7156626520723114,16,1,3,1
20,48803,849,31639,2,0.7881597881357064,3,1,1,1
49,169302,415,22205,10,0.7041043607716369,16,0,3,1
27,168934,538,61677,28,0.5897290360764658,17,1,2,1
27,194427,634,37930,4,0.44991278108550536,19,1,3,1
36,182331,740,78313,16,0.8583733797610624,1,1,3,1
63,50795,447,98851,25,0.956835667543063,7,1,3,0
51,28770,308,97509,21,0.4990361729040813,12,0,1,0
50,31093,587,23316,6,0.931535049155262,19,1,1,0
40,197643,687,32304,9,0.5833329099885175,14,1,0,1
45,151265,349,92876,27,0.5383841868964332,19,1,1,0
49,120311,816,90366,28,0.4544827329553567,8,0,1,1
67,37569,577,18403,10,0.20928776153011985,2,1,1,0
24,31190,599,85052,2,0.0037196608180591895,2,1,2,0
46,82824,434,89627,19,0.24150622685606127,1,0,0,0
25,193824,446,78495,9,0.5097231716035652,0,1,2,1
18,183399,789,36932,26,0.37995995225975254,13,0,1,1
20,62070,777,41701,9,0.4484852280026338,16,0,1,1
41,60197,458,8385,13,0.9806482195640496,12,1,0,0
40,22261,683,62241,11,0.3502723706693276,18,1,0,1
25,177584,462,15367,14,0.4521829393601079,14,0,3,1
64,157788,740,70030,9,0.13351555135281956,13,0,1,1
54,106795,488,51505,29,0.04795773243698764,1,1,1,1
20,48933,714,38332,9,0.7754095145924946,6,0,2,1
68,155450,638,90178,25,0.5706831750719786,16,0,3,1
50,60583,480,81325,18,0.760704806043895,17,1,1,1
45,132082,587,40268,0,0.14986279888655163,5,0,2,0
64,105371,486,91486,23,0.5718287711826909,7,0,0,0
25,180105,437,30563,28,0.25364247434137555,1,0,2,0
51,175072,429,41404,25,0.22806181690001992,0,0,1,0
52,131032,493,60182,9,0.011526014052985256,15,0,2,1
49,62604,615,37991,1,0.1303407235690719,6,0,2,0
41,115074,443,52663,16,0.30926811149969535,10,1,3,1
31,93869,315,70886,29,0.11687876059093905,14,0,3,0
49,25410,601,88848,23,0.9858584404109375,12,1,0,0
63,103375,722,29127,6,0.30863264852395067,1,1,3,1
60,116055,544,62692,6,0.13032394670232816,13,1,2,1
33,157868,406,99389,19,0.19908231282795774,5,1,3,1
21,106716,387,42500,26,0.5877032283414765,8,1,1,0
69,74245,428,38785,8,0.06404352386478851,6,1,2,0
54,63056,640,89146,21,0.8624341301411569,17,1,2,0
38,168781,303,94126,1,0.9614996792371473,8,1,2,0
31,78557,626,99979,13,0.24674742066738087,3,0,1,0
48,37543,709,52997,16,0.45009526859085935,8,1,2,1
65,188490,605,12170,0,0.02213445102949707,3,1,3,1
35,116038,524,18303,8,0.6407102247272215,11,1,1,0
24,167796,647,76743,19,0.41392605805258886,3,0,2,1
27,23828,620,82852,20,0.2700584661015557,19,1,3,0
24,136656,480,40187,18,0.20683711061660848,13,0,3,0
50,37087,685,70034,3,0.6540230776587604,6,1,0,0
40,163677,407,76776,27,0.41621703103231444,12,1,3,1
38,51337,830,6893,7,0.17965928902991202,7,0,3,1
36,156554,709,18753,12,0.689109081486824,4,1,0,1
65,85333,595,43090,3,0.5650722830366937,11,0,0,0
36,156535,470,69922,8,0.8586720549294962,12,0,1,1
53,90448,630,81768,8,0.1174758988764929,19,1,3,1
46,24648,792,64412,21,0.7856666019444561,13,1,1,0
35,150576,494,61030,17,0.673516786817259,17,0,1,0
